w		D[w,0]			D[w,w]
0	 -0.09714104986	-0.09714104986
1	 0.40838519888	0.57689394846
2	 -0.22096814118	-0.49792902362
3	 -0.18800639967	-0.15474128167
4	 -0.18657472106	-0.18725192074
5	 -0.18649228272	-0.18648264555
6	 -0.18648723111	-0.18648690105
7	 -0.18648691693	-0.18648689601
8	 -0.18648689732	-0.18648689601


0	0.44208694880	0.44208694880
1	-0.26292503052	-0.49792902362
2	-0.18580895023	-0.13758189457
3	-0.18647927582	-0.18928383568
4	-0.18648678683	-0.18643216186
5	-0.18648689434	-0.18648718364
6	-0.18648689598	-0.18648689567
7	-0.18648689601	-0.18648689601
8	-0.18648689601	-0.18648689601
