4.04984  4.34597 
2.73564  12.2545 
12.5451  -5.08908 
-6.46089  0.663297 
6.48082  14.3018 
2.70077  9.651 
4.53559  6.38599 
3.54012  8.30701 
3.54393  1.3606 
6.11349  4.60109 
4.59707  5.26754 
0.772251  16.6937 
3.58138  7.70995 
3.44264  12.1621 
10.0862  4.37629 
6.00442  12.1492 
6.29553  13.1514 
5.09936  10.705 
2.65108  1.93058 
4.29413  6.91849 
3.32887  3.04779 
10.1823  -1.83017 
9.65538  5.64929 
9.31046  3.77526 
-3.42544  1.52761 
6.98557  5.81716 
-2.89768  12.8142 
18.7807  -2.47562 
3.16164  7.3802 
6.12604  13.7651 
6.53693  2.47223 
5.18532  7.81824 
5.62258  7.06161 
0.778415  11.6118 
6.25731  6.08602 
5.21415  2.66259 
2.85068  2.07674 
7.50682  2.49196 
2.09392  7.61792 
-7.82982  2.7653 
5.9442  11.6651 
17.62  12.9897 
1.25994  6.5599 
2.5576  3.99707 
3.16186  8.59827 
7.75291  7.75414 
0.0813607  15.4833 
9.76449  11.6245 
7.37541  5.47719 
11.5901  9.1698 
9.51961  -1.20704 
3.35189  -2.76577 
3.39763  0.800673 
-0.0742145  6.60456 
10.0438  5.59791 
3.53754  14.4372 
0.951644  1.33101 
7.15178  0.15635 
-3.75914  8.60492 
-0.0935673  -1.4574 
-3.75129  7.38829 
4.65703  8.53687 
10.5648  -4.69674 
5.09621  10.3483 
6.3273  2.04349 
6.93765  7.89881 
5.94243  6.06359 
-0.315739  10.0188 
1.70902  2.94081 
5.6833  -1.96619 
-1.02861  -3.55612 
2.41481  5.17075 
5.90053  6.19204 
7.08341  9.59157 
-1.18547  1.95608 
0.00420676  8.35691 
-0.200908  9.59181 
9.5841  -2.54141 
3.69398  9.66835 
-2.27412  4.84175 
6.29403  1.7594 
6.15218  2.54857 
4.14146  2.15296 
3.66046  8.02514 
-1.36051  0.773235 
6.2343  14.6076 
6.09346  -6.73347 
6.60575  9.05123 
6.24772  6.62049 
6.51445  3.10154 
10.1868  7.68665 
6.65895  2.1213 
9.48069  0.37272 
6.87644  6.16134 
9.6215  3.32735 
8.33327  8.43561 
4.82  3.21387 
3.61797  1.58211 
5.8473  -4.98355 
1.29726  -3.02299 
13.4326  -0.261032 
-0.0628147  3.70037 
7.3646  9.85211 
8.4968  23.7001 
-2.37209  0.850142 
-0.334262  -10.8155 
9.75174  2.53401 
4.64997  -1.22115 
2.64975  12.6971 
2.7669  11.0152 
-2.74546  3.7032 
-4.05402  4.13246 
3.17202  16.7832 
3.74701  -1.09678 
