-5 1.3888e-11f
-4.99 -3.0412e-03f
-4.98 -6.0381e-03f
-4.97 -8.9911e-03f
-4.96 -1.1900e-02f
-4.95 -1.4766e-02f
-4.94 -1.7589e-02f
-4.93 -2.0368e-02f
-4.92 -2.3105e-02f
-4.91 -2.5799e-02f
-4.9 -2.8450e-02f
-4.89 -3.1060e-02f
-4.88 -3.3627e-02f
-4.87 -3.6153e-02f
-4.86 -3.8637e-02f
-4.85 -4.1080e-02f
-4.84 -4.3482e-02f
-4.83 -4.5844e-02f
-4.82 -4.8164e-02f
-4.81 -5.0445e-02f
-4.8 -5.2685e-02f
-4.79 -5.4885e-02f
-4.78 -5.7045e-02f
-4.77 -5.9166e-02f
-4.76 -6.1248e-02f
-4.75 -6.3291e-02f
-4.74 -6.5295e-02f
-4.73 -6.7260e-02f
-4.72 -6.9187e-02f
-4.71 -7.1076e-02f
-4.7 -7.2926e-02f
-4.69 -7.4739e-02f
-4.68 -7.6515e-02f
-4.67 -7.8253e-02f
-4.66 -7.9954e-02f
-4.65 -8.1618e-02f
-4.64 -8.3246e-02f
-4.63 -8.4837e-02f
-4.62 -8.6392e-02f
-4.61 -8.7911e-02f
-4.6 -8.9394e-02f
-4.59 -9.0841e-02f
-4.58 -9.2253e-02f
-4.57 -9.3630e-02f
-4.56 -9.4972e-02f
-4.55 -9.6279e-02f
-4.54 -9.7551e-02f
-4.53 -9.8790e-02f
-4.52 -9.9994e-02f
-4.51 -1.0116e-01f
-4.5 -1.0230e-01f
-4.49 -1.0340e-01f
-4.48 -1.0447e-01f
-4.47 -1.0551e-01f
-4.46 -1.0651e-01f
-4.45 -1.0748e-01f
-4.44 -1.0842e-01f
-4.43 -1.0933e-01f
-4.42 -1.1020e-01f
-4.41 -1.1104e-01f
-4.4 -1.1186e-01f
-4.39 -1.1263e-01f
-4.38 -1.1338e-01f
-4.37 -1.1410e-01f
-4.36 -1.1478e-01f
-4.35 -1.1544e-01f
-4.34 -1.1606e-01f
-4.33 -1.1666e-01f
-4.32 -1.1722e-01f
-4.31 -1.1776e-01f
-4.3 -1.1826e-01f
-4.29 -1.1874e-01f
-4.28 -1.1918e-01f
-4.27 -1.1960e-01f
-4.26 -1.1999e-01f
-4.25 -1.2035e-01f
-4.24 -1.2068e-01f
-4.23 -1.2098e-01f
-4.22 -1.2126e-01f
-4.21 -1.2150e-01f
-4.2 -1.2172e-01f
-4.19 -1.2192e-01f
-4.18 -1.2208e-01f
-4.17 -1.2222e-01f
-4.16 -1.2233e-01f
-4.15 -1.2241e-01f
-4.14 -1.2247e-01f
-4.13 -1.2250e-01f
-4.12 -1.2250e-01f
-4.11 -1.2248e-01f
-4.1 -1.2243e-01f
-4.09 -1.2236e-01f
-4.08 -1.2226e-01f
-4.07 -1.2214e-01f
-4.06 -1.2199e-01f
-4.05 -1.2181e-01f
-4.04 -1.2162e-01f
-4.03 -1.2139e-01f
-4.02 -1.2115e-01f
-4.01 -1.2088e-01f
-4 -1.2058e-01f
-3.99 -1.2026e-01f
-3.98 -1.1992e-01f
-3.97 -1.1955e-01f
-3.96 -1.1916e-01f
-3.95 -1.1875e-01f
-3.94 -1.1832e-01f
-3.93 -1.1786e-01f
-3.92 -1.1738e-01f
-3.91 -1.1688e-01f
-3.9 -1.1635e-01f
-3.89 -1.1581e-01f
-3.88 -1.1524e-01f
-3.87 -1.1465e-01f
-3.86 -1.1404e-01f
-3.85 -1.1341e-01f
-3.84 -1.1275e-01f
-3.83 -1.1208e-01f
-3.82 -1.1138e-01f
-3.81 -1.1067e-01f
-3.8 -1.0993e-01f
-3.79 -1.0918e-01f
-3.78 -1.0840e-01f
-3.77 -1.0761e-01f
-3.76 -1.0679e-01f
-3.75 -1.0596e-01f
-3.74 -1.0510e-01f
-3.73 -1.0423e-01f
-3.72 -1.0334e-01f
-3.71 -1.0243e-01f
-3.7 -1.0150e-01f
-3.69 -1.0055e-01f
-3.68 -9.9582e-02f
-3.67 -9.8597e-02f
-3.66 -9.7595e-02f
-3.65 -9.6575e-02f
-3.64 -9.5538e-02f
-3.63 -9.4483e-02f
-3.62 -9.3410e-02f
-3.61 -9.2321e-02f
-3.6 -9.1215e-02f
-3.59 -9.0092e-02f
-3.58 -8.8952e-02f
-3.57 -8.7796e-02f
-3.56 -8.6624e-02f
-3.55 -8.5435e-02f
-3.54 -8.4231e-02f
-3.53 -8.3011e-02f
-3.52 -8.1775e-02f
-3.51 -8.0524e-02f
-3.5 -7.9258e-02f
-3.49 -7.7976e-02f
-3.48 -7.6679e-02f
-3.47 -7.5368e-02f
-3.46 -7.4042e-02f
-3.45 -7.2701e-02f
-3.44 -7.1347e-02f
-3.43 -6.9978e-02f
-3.42 -6.8595e-02f
-3.41 -6.7198e-02f
-3.4 -6.5787e-02f
-3.39 -6.4363e-02f
-3.38 -6.2926e-02f
-3.37 -6.1475e-02f
-3.36 -6.0011e-02f
-3.35 -5.8534e-02f
-3.34 -5.7045e-02f
-3.33 -5.5543e-02f
-3.32 -5.4028e-02f
-3.31 -5.2501e-02f
-3.3 -5.0962e-02f
-3.29 -4.9411e-02f
-3.28 -4.7848e-02f
-3.27 -4.6274e-02f
-3.26 -4.4688e-02f
-3.25 -4.3090e-02f
-3.24 -4.1481e-02f
-3.23 -3.9861e-02f
-3.22 -3.8231e-02f
